0.0883411	0.0884088	0.0892996	0.0985013	0.113736	0.115405	0.115642	0.118269
0.0884088	0.0892996	0.0985013	0.113736	0.115405	0.115642	0.118269	0.11978
0.0892996	0.0985013	0.113736	0.115405	0.115642	0.118269	0.11978	0.123806
0.0985013	0.113736	0.115405	0.115642	0.118269	0.11978	0.123806	0.125982
0.113736	0.115405	0.115642	0.118269	0.11978	0.123806	0.125982	0.128644
0.115405	0.115642	0.118269	0.11978	0.123806	0.125982	0.128644	0.128993
0.115642	0.118269	0.11978	0.123806	0.125982	0.128644	0.128993	0.133154
0.118269	0.11978	0.123806	0.125982	0.128644	0.128993	0.133154	0.141589
0.11978	0.123806	0.125982	0.128644	0.128993	0.133154	0.141589	0.141589
0.123806	0.125982	0.128644	0.128993	0.133154	0.141589	0.141589	0.144206
0.125982	0.128644	0.128993	0.133154	0.141589	0.141589	0.144206	0.147927
0.128644	0.128993	0.133154	0.141589	0.141589	0.144206	0.147927	0.152043
0.128993	0.133154	0.141589	0.141589	0.144206	0.147927	0.152043	0.165823
0.133154	0.141589	0.141589	0.144206	0.147927	0.152043	0.165823	0.171946
0.141589	0.141589	0.144206	0.147927	0.152043	0.165823	0.171946	0.172059
0.141589	0.144206	0.147927	0.152043	0.165823	0.171946	0.172059	0.172239
0.144206	0.147927	0.152043	0.165823	0.171946	0.172059	0.172239	0.178205
0.147927	0.152043	0.165823	0.171946	0.172059	0.172239	0.178205	0.182478
0.152043	0.165823	0.171946	0.172059	0.172239	0.178205	0.182478	0.182975
0.165823	0.171946	0.172059	0.172239	0.178205	0.182478	0.182975	0.184429
0.171946	0.172059	0.172239	0.178205	0.182478	0.182975	0.184429	0.193563
0.172059	0.172239	0.178205	0.182478	0.182975	0.184429	0.193563	0.196834
0.172239	0.178205	0.182478	0.182975	0.184429	0.193563	0.196834	0.200217
0.178205	0.182478	0.182975	0.184429	0.193563	0.196834	0.200217	0.206182
0.182478	0.182975	0.184429	0.193563	0.196834	0.200217	0.206182	0.209351
0.182975	0.184429	0.193563	0.196834	0.200217	0.206182	0.209351	0.211155
0.184429	0.193563	0.196834	0.200217	0.206182	0.209351	0.211155	0.220492
0.193563	0.196834	0.200217	0.206182	0.209351	0.211155	0.220492	0.231893
0.196834	0.200217	0.206182	0.209351	0.211155	0.220492	0.231893	0.236911
0.200217	0.206182	0.209351	0.211155	0.220492	0.231893	0.236911	0.240249
0.206182	0.209351	0.211155	0.220492	0.231893	0.236911	0.240249	0.260039
0.209351	0.211155	0.220492	0.231893	0.236911	0.240249	0.260039	0.272037
0.211155	0.220492	0.231893	0.236911	0.240249	0.260039	0.272037	0.292144
0.220492	0.231893	0.236911	0.240249	0.260039	0.272037	0.292144	0.301841
0.231893	0.236911	0.240249	0.260039	0.272037	0.292144	0.301841	0.312926
0.236911	0.240249	0.260039	0.272037	0.292144	0.301841	0.312926	0.320899
0.240249	0.260039	0.272037	0.292144	0.301841	0.312926	0.320899	0.321271
0.260039	0.272037	0.292144	0.301841	0.312926	0.320899	0.321271	0.331059
0.272037	0.292144	0.301841	0.312926	0.320899	0.321271	0.331059	0.339223
0.292144	0.301841	0.312926	0.320899	0.321271	0.331059	0.339223	0.365419
0.301841	0.312926	0.320899	0.321271	0.331059	0.339223	0.365419	0.39846
0.312926	0.320899	0.321271	0.331059	0.339223	0.365419	0.39846	0.414935
0.320899	0.321271	0.331059	0.339223	0.365419	0.39846	0.414935	0.424441
0.321271	0.331059	0.339223	0.365419	0.39846	0.414935	0.424441	0.424576
0.331059	0.339223	0.365419	0.39846	0.414935	0.424441	0.424576	0.427519
0.339223	0.365419	0.39846	0.414935	0.424441	0.424576	0.427519	0.447817
0.365419	0.39846	0.414935	0.424441	0.424576	0.427519	0.447817	0.457572
0.39846	0.414935	0.424441	0.424576	0.427519	0.447817	0.457572	0.473754
0.414935	0.424441	0.424576	0.427519	0.447817	0.457572	0.473754	0.474092
0.424441	0.424576	0.427519	0.447817	0.457572	0.473754	0.474092	0.475705
0.424576	0.427519	0.447817	0.457572	0.473754	0.474092	0.475705	0.476922
0.427519	0.447817	0.457572	0.473754	0.474092	0.475705	0.476922	0.476922
0.447817	0.457572	0.473754	0.474092	0.475705	0.476922	0.476922	0.511993
0.457572	0.473754	0.474092	0.475705	0.476922	0.476922	0.511993	0.526055
0.473754	0.474092	0.475705	0.476922	0.476922	0.511993	0.526055	0.536689
0.474092	0.475705	0.476922	0.476922	0.511993	0.526055	0.536689	0.544582
0.475705	0.476922	0.476922	0.511993	0.526055	0.536689	0.544582	0.554449
0.476922	0.476922	0.511993	0.526055	0.536689	0.544582	0.554449	0.557212
0.476922	0.511993	0.526055	0.536689	0.544582	0.554449	0.557212	0.565433
0.511993	0.526055	0.536689	0.544582	0.554449	0.557212	0.565433	0.586824
0.526055	0.536689	0.544582	0.554449	0.557212	0.565433	0.586824	0.591865
0.536689	0.544582	0.554449	0.557212	0.565433	0.586824	0.591865	0.596218
0.544582	0.554449	0.557212	0.565433	0.586824	0.591865	0.596218	0.601247
0.554449	0.557212	0.565433	0.586824	0.591865	0.596218	0.601247	0.602623
0.557212	0.565433	0.586824	0.591865	0.596218	0.601247	0.602623	0.613787
0.565433	0.586824	0.591865	0.596218	0.601247	0.602623	0.613787	0.624477
0.586824	0.591865	0.596218	0.601247	0.602623	0.613787	0.624477	0.636678
0.591865	0.596218	0.601247	0.602623	0.613787	0.624477	0.636678	0.636926
0.596218	0.601247	0.602623	0.613787	0.624477	0.636678	0.636926	0.637772
0.601247	0.602623	0.613787	0.624477	0.636678	0.636926	0.637772	0.643208
0.602623	0.613787	0.624477	0.636678	0.636926	0.637772	0.643208	0.70533
0.613787	0.624477	0.636678	0.636926	0.637772	0.643208	0.70533	0.706458
0.624477	0.636678	0.636926	0.637772	0.643208	0.70533	0.706458	0.706571
0.636678	0.636926	0.637772	0.643208	0.70533	0.706458	0.706571	0.718648
0.636926	0.637772	0.643208	0.70533	0.706458	0.706571	0.718648	0.722832
0.637772	0.643208	0.70533	0.706458	0.706571	0.718648	0.722832	0.73174
0.643208	0.70533	0.706458	0.706571	0.718648	0.722832	0.73174	0.801092
0.70533	0.706458	0.706571	0.718648	0.722832	0.73174	0.801092	0.838541
0.706458	0.706571	0.718648	0.722832	0.73174	0.801092	0.838541	0.850325
0.706571	0.718648	0.722832	0.73174	0.801092	0.838541	0.850325	0.857633
0.718648	0.722832	0.73174	0.801092	0.838541	0.850325	0.857633	0.919485
0.722832	0.73174	0.801092	0.838541	0.850325	0.857633	0.919485	0.932566
0.73174	0.801092	0.838541	0.850325	0.857633	0.919485	0.932566	0.953585
0.801092	0.838541	0.850325	0.857633	0.919485	0.932566	0.953585	1
